event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27199244833,true,2004-06-19 01:38:28.000,16.055,2.124,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244834,true,2004-06-19 04:03:51.000,16.055,2.124,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244835,true,2004-06-19 05:42:58.000,16.058,2.128,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244836,true,2004-06-19 06:27:12.000,16.069,2.13,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244837,true,2004-06-20 01:27:45.000,16.056,2.126,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244838,true,2004-06-20 05:19:03.000,16.073,2.121,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244839,true,2004-06-20 06:16:29.000,16.051,2.116,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244840,true,2004-06-21 04:55:07.000,16.063,2.121,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244841,true,2004-06-21 06:01:42.000,16.083,2.102,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244842,true,2004-06-22 01:06:50.000,16.063,2.112,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244843,true,2004-06-22 04:30:40.000,16.072,2.108,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244844,true,2004-06-22 06:10:49.000,16.043,2.108,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244845,true,2004-06-22 07:29:05.000,16.048,2.114,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244846,true,2004-06-23 00:53:35.000,16.074,2.12,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244847,true,2004-06-23 02:33:13.000,16.078,2.132,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
